id,entry date,level,termination date,college_name,degree,last GPA,transfer credit hours,transfer quality hours,credit hours earned,GPA credit hours,quality poinrts,major,minor,advisor,exit status,WVU_freshman,RN,Comment,P/F hours
701026006,00:00.0,NULL,00:00.0,St. Mary's,Assoc.,3.1486,0,0,74,74,233,NULL,NULL,NULL,graduated,0,1,NULL,0
701026213,00:00.0,NULL,00:00.0,Marshall University,Assoc.,2.8703,0,0,108,108,310,NULL,NULL,NULL,graduated,0,1,NULL,0
701021787,00:00.0,graduate,00:00.0,Carlow University,MSN,3.979,0,0,38,38,139.25,Nursing,NULL,NULL,graduated,0,1,NULL,0
701026535,00:00.0,NULL,00:00.0,West Virginia University at Parkersburg,Assoc.,3.2051,0,0,78,78,250,NULL,NULL,NULL,graduated,0,1,NULL,0
700116975,00:00.0,assoc.,00:00.0,Chamberlin College of Nursing,Assoc.,3.04,0,0,199,199,606,Nursing,NULL,NULL,graduated,0,1,NULL,0
700989620,00:00.0,assoc.,00:00.0,University of Charleston,Assoc.,2.8307,0,0,65,65,184,Nursing,NULL,NULL,graduated,0,1,NULL,0
700985071,00:00.0,assoc.,00:00.0,Southern West Virginia Community and Technical College,Assoc.,2.87,0,0,98,86,247,Nursing,NULL,NULL,graduated,0,1,NULL,0
700211696,00:00.0,NULL,00:00.0,West Virginia University at Morgantown,MSN,3.25,0,0,44,44,143,Nursing,NULL,NULL,NULL,0,0,NULL,0
701029535,00:00.0,NULL,00:00.0,Mountain State University,BSN,0,0,0,0,0,0,NULL,NULL,NULL,graduated,0,0,NULL,0
700535114,00:00.0,undergrad,00:00.0,Bloomsburg University,NULL,3.855,0,0,69,69,266,Psychology,NULL,NULL,NULL,0,0,NULL,0
700535114,00:00.0,undergrad,00:00.0,aAllegany College of Maryland,NULL,4,0,0,3,3,0,General,NULL,NULL,transferred,0,0,NULL,12
700535114,00:00.0,undergrad,00:00.0,Shippensburg University,NULL,3.642,0,0,33,33,122,Pre-Nursing,NULL,NULL,transferred,0,0,NULL,0
700208641,00:00.0,undergrad,00:00.0,Glenville State College,BA/BS,3.41,63,62,132,131,448,Interdisciplinary Studies,NULL,NULL,graduated,0,0,NULL,0
701035974,00:00.0,NULL,00:00.0,Southern West Virginia Community and Technical College,Assoc.,2.9255,0,0,94,94,275,NULL,NULL,NULL,graduated,0,1,NULL,0
700590138,00:00.0,undergrad,00:00.0,Mountain State University,BSN,4,0,0,102,79,316,Nursing,NULL,NULL,graduated,0,1,NULL,0
701038740,00:00.0,undergrad,00:00.0,Marshall University,BA/BS,3.71,0,0,21,21,78,Regents,NULL,NULL,graduated,0,0,NULL,0
700438470,00:00.0,undergrad,00:00.0,University of Florida,NULL,3.7259,0,0,135,135,503,Physiology & Kinesiology,NULL,NULL,NULL,0,0,NULL,0
701039761,00:00.0,undergrad,00:00.0,Wittenburg University,BA/BS,2.3333,0,0,36,36,84,English,NULL,NULL,graduated,0,0,NULL,0
701039761,00:00.0,graduate,00:00.0,West Virginia University at Morgantown,Other Masters,3.7,0,0,30,30,111,Rehab Counseling,NULL,NULL,graduated,0,0,NULL,0
701035647,00:00.0,undergrad,00:00.0,Howard University,NULL,3.0338,0,0,118,118,358,Health Science,NULL,NULL,NULL,0,0,NULL,0
701035647,00:00.0,undergrad,00:00.0,Bloomsburg University,NULL,NULL,0,0,59,59,164,General,NULL,NULL,NULL,0,0,NULL,0
701042937,00:00.0,undergrad,NULL,Pennsylvania State University,NULL,3.4432,0,0,97,97,334,Behavioral Health,NULL,NULL,NULL,0,0,NULL,0
701042148,00:00.0,graduate,00:00.0,University of Pittsburgh,MSN,3.796,0,0,51,51,186,Nursing,NULL,NULL,graduated,0,1,NULL,0
701042148,00:00.0,undergrad,00:00.0,Barry University,BA/BS,0,0,0,0,0,0,Nursing,NULL,NULL,graduated,0,1,NULL,0
701054347,00:00.0,undergrad,00:00.0,University of Delaware,BA/BS,2.791,0,0,80,80,239,Psychology,NULL,NULL,graduated,0,0,NULL,0
701054347,00:00.0,undergrad,00:00.0,University of Massachusetts Boston,NULL,3.3777,0,0,59,59,177,Exercise and Health Science,NULL,NULL,NULL,0,0,NULL,0
701054347,00:00.0,undergrad,00:00.0,The Ohio State University,NULL,2.83,0,0,47,47,132,General,NULL,NULL,NULL,0,0,NULL,0
700974592,00:00.0,undergrad,NULL,West Virginia University at Morgantown,NULL,0,0,0,0,0,0,Regents Bachelor of Arts,NULL,NULL,NULL,0,0,to graduate May 2009 w/RBA,0
700974592,00:00.0,undergrad,00:00.0,Mayville State University,NULL,3.0977,0,0,174,174,539,Physical Education,NULL,NULL,unknown,0,0,NULL,0
700382806,00:00.0,undergrad,NULL,West Virginia University at Morgantown,NULL,3.69,9,9,141,140,517,Biology,NULL,NULL,NULL,0,0,to graduate May 2009 w/BS-Biology,0
700382806,00:00.0,undergrad,00:00.0,Fairmont State University,NULL,4,0,NULL,9,9,36,General,NULL,NULL,NULL,0,0,NULL,0
700924683,00:00.0,undergrad,NULL,West Virginia University at Morgantown,NULL,4,0,0,40,34,136,Biology,NULL,NULL,NULL,0,0,NULL,0
700788622,00:00.0,undergrad,00:00.0,Glenville State College,NULL,3.5,0,0,6,6,21,high school,NULL,NULL,n/a,0,0,NULL,0
700788622,00:00.0,undergrad,00:00.0,West Virginia State College,NULL,3,0,0,3,3,9,General,NULL,NULL,n/a,0,0,NULL,0
700788622,00:00.0,undergrad,00:00.0,West Virginia School of Osteoppathic Medicine,NULL,0,0,0,0,0,0,System Based Learning,NULL,NULL,n/a,0,0,NULL,0
700344395,00:00.0,undergrad,00:00.0,West Virginia University at Morgantown,BA/BS,3.29,33,126,143,134,441,Exercise Physiology,NULL,NULL,graduated,0,0,NULL,0
700344395,00:00.0,undergrad,00:00.0,West Liberty State College,NULL,3.81,0,NULL,37,33,126,Pre-Physical Therapy,NULL,NULL,NULL,0,0,NULL,0
700365223,00:00.0,undergrad,00:00.0,West Virginia University at Morgantown,BA/BS,3.2857,0,0,139,140,460,Sports Management,NULL,NULL,graduated,0,0,NULL,0
700365223,00:00.0,undergrad,NULL,West Virginia University at Morgantown,NULL,3.85,0,0,21,21,81,Special Education,NULL,NULL,NULL,0,0,NULL,0
701025486,00:00.0,NULL,00:00.0,Southern West Virginia Community and Technical College,Assoc.,3.18,0,0,153,153,487,NULL,NULL,NULL,graduated,0,1,NULL,0
701035975,00:00.0,assoc.,00:00.0,University of Rio Grande,Assoc.,3.1538,NULL,0,52,52,164,Nursing,NULL,NULL,graduated,0,1,NULL,0
700285407,00:00.0,undergrad,00:00.0,West Virginia University at Morgantown,BA/BS,3.5102,0,0,147,147,516,Fine Arts/Visual Arts,NULL,NULL,graduated,0,0,NULL,NULL
701052327,00:00.0,undergrad,00:00.0,West Virginia Wesleyan College,BA/BS,2.99,0,0,132,132,389,Biology,NULL,NULL,graduated,0,0,NULL,0
701052327,00:00.0,undergrad,00:00.0,West Virginia State College,NULL,4,0,0,6,6,24,General,NULL,NULL,NULL,0,0,NULL,0
700425456,00:00.0,undergrad,00:00.0,West Virginia University at Morgantown,BA/BS,3.3852,0,0,122,122,413,Exercise Physiology,NULL,NULL,graduated,0,0,NULL,0
701045679,00:00.0,NULL,00:00.0,Pikeville College,Assoc.,3.1592,0,0,113,113,357,NULL,NULL,NULL,graduated,0,1,NULL,0
701054393,00:00.0,NULL,00:00.0,Southern West Virginia Community and Technical College,Assoc.,3.0943,0,0,106,106,328,NULL,NULL,NULL,graduated,0,1,NULL,0
700218004,00:00.0,NULL,00:00.0,Fairmont State University,Assoc.,3.57,0,0,173,173,618,NULL,NULL,NULL,graduated,0,1,NULL,0
700423507,00:00.0,undergrad,NULL,West Virginia University at Morgantown,NULL,3.2929,0,0,99,99,326,Biology,NULL,NULL,NULL,0,0,to graduate May 2009,0
700558416,00:00.0,undergrad,NULL,The Pennsylvania State University,BA/BS,2.9117,0,0,102,102,297,Health Policy & Administration,NULL,NULL,NULL,0,0,to graduate May 2009,0
700137726,00:00.0,NULL,00:00.0,West Virginia University at Charleston,MSN,0,0,0,0,0,0,NULL,NULL,NULL,graduated,0,1,NULL,0
700132292,00:00.0,NULL,00:00.0,West Virginia University at Morgantown,MSN,0,0,0,0,0,0,NULL,NULL,NULL,graduated,0,1,NULL,0
701055565,00:00.0,undergrad,NULL,University of Minnesota,NULL,3.3333,0,0,93,93,310,Kinesiology/Exercise Science,NULL,NULL,NULL,0,0,to graduate May 2009,0
700454006,00:00.0,undergrad,00:00.0,West Virginia University at Morgantown,BA/BS,3.1578,0,0,133,133,420,Exercise Physiology,NULL,NULL,graduated,0,0,NULL,0
701056508,00:00.0,undergrad,00:00.0,East Carolina University,BA/BS,3.3059,0,0,134,134,443,Health Education,NULL,NULL,graduated,0,0,NULL,0
700188634,00:00.0,undergrad,NULL,West Virginia University at Morgantown,BA/BS,3,0,0,139,136,409,Regents Bachelor of Arts,NULL,NULL,NULL,0,0,to graduate May 2009,0
700549504,00:00.0,undergrad,NULL,West Virginia University at Morgantown,BA/BS,3.1923,0,0,104,104,332,Multidisciplinary Studies,NULL,NULL,NULL,0,0,NULL,0
700458088,00:00.0,undergrad,00:00.0,West Virginia University at Morgantown,BA/BS,3.35,68,NULL,166,166,557,Biology,NULL,NULL,graduated,0,0,to graduate May 2009,0
700458088,00:00.0,undergrad,00:00.0,Marshall University,NULL,3.43,40,0,72,71,244,Science,NULL,NULL,transferred,0,0,NULL,0
700458088,00:00.0,undergrad,00:00.0,Southern West Virginia Community and Technical College,NULL,4,0,0,6,6,24,General,NULL,NULL,transferred,0,0,NULL,0
700458088,00:00.0,undergrad,00:00.0,Shepherd College,NULL,3.67,0,0,28,28,103,High School,NULL,NULL,NULL,0,0,NULL,0
700190475,00:00.0,undergrad,00:00.0,Fairmont State University,BA/BS,3.35,50,0,162,161,539,Business Administration,NULL,NULL,graduated,0,0,NULL,0
700190475,00:00.0,undergrad,00:00.0,West Virginia University at Morgantown,BSN,2.26,0,0,53,56,127,General,NULL,NULL,NULL,0,0,NULL,0
700235086,00:00.0,undergrad,00:00.0,West Virginia University at Morgantown,BA/BS,2.85,6,0,147,154,440,Regents Bachelor of Arts,NULL,NULL,graduated,0,0,NULL,0
700235086,00:00.0,undergrad,00:00.0,West Virginia University Institute of Technology,NULL,3,0,0,6,6,18,General,NULL,NULL,NULL,0,0,NULL,0
701052727,00:00.0,NULL,00:00.0,Villa Marra College,MSN,0,0,0,0,0,0,NULL,NULL,NULL,graduated,0,1,NULL,0
700396105,00:00.0,undergrad,NULL,West Liberty State College,NULL,3.52,0,0,151,150,528,Business Administration & Psychology,NULL,NULL,NULL,0,0,to graduate May 2009,0
700396105,00:00.0,undergrad,00:00.0,Quinnipiac University,NULL,3.8,0,0,15,15,57,General,NULL,NULL,NULL,0,0,NULL,0
701035975,00:00.0,undergrad,00:00.0,Ohio University,BA/BS,3.1058,0,0,189,189,587,Exercise Physiology,NULL,NULL,graduated,0,0,NULL,0
700396105,00:00.0,undergrad,00:00.0,West Virginia University at Morgantown,NULL,3,0,0,39,21,0,General,NULL,NULL,NULL,0,0,NULL,63
700990779,00:00.0,undergrad,NULL,Concord College,NULL,3.08,0,0,113,113,349,Biology,NULL,NULL,NULL,0,0,to graduate December 2008,0
700990779,00:00.0,undergrad,00:00.0,West Virginia Institute of Technology,NULL,4,0,0,6,6,24,General,NULL,NULL,NULL,0,0,NULL,0
700742513,00:00.0,undergrad,00:00.0,West Virginia University at Morgantown,BA/BS,3.31,31,0,150,119,395,Sport & Exercise Psychology,NULL,NULL,graduated,0,0,NULL,0
700742513,00:00.0,undergrad,00:00.0,Michigan State University,NULL,2.37,NULL,0,32,32,76,General,NULL,NULL,NULL,0,0,NULL,0
700458759,00:00.0,undergrad,00:00.0,West Virginia University at Morgantown,BA/BS,3.23,0,0,143,143,462,Psychology,Communication Studies,NULL,graduated,0,0,NULL,0
700458759,00:00.0,undergrad,00:00.0,Marshall University,NULL,3,0,0,12,12,36,General,NULL,NULL,NULL,0,0,NULL,0
700642563,00:00.0,undergrad,00:00.0,Fairmont State University,NULL,3.39,55,0,59,59,200,General,NULL,NULL,NULL,0,0,NULL,0
700686563,00:00.0,undergrad,00:00.0,West Virginia University at Parkersburg,NULL,4,0,0,6,6,24,High School,NULL,NULL,NULL,0,0,NULL,0
700860045,00:00.0,undergrad,00:00.0,Southern West Virginia Community and Technical College,NULL,3.78,0,0,19,19,72,High School,NULL,NULL,NULL,0,0,NULL,0
700957289,00:00.0,undergrad,00:00.0,Ulster County Community College,NULL,2.92,0,0,13,13,38.01,NULL,NULL,NULL,NULL,0,0,NULL,0
700957289,00:00.0,undergrad,00:00.0,University at Albany,NULL,3.3,0,0,4,4,0,NULL,NULL,NULL,NULL,0,0,NULL,0
700544860,00:00.0,undergrad,00:00.0,New River Community and Tech Gollege,NULL,3,0,0,12,12,36,High School,NULL,NULL,NULL,0,0,NULL,0
701068213,00:00.0,undergrad,00:00.0,Rutgers,NULL,3,0,0,2.962,2.962,39,High School,NULL,NULL,NULL,0,0,NULL,0
700936866,00:00.0,undergrad,00:00.0,Chesapeake College,NULL,3,0,0,12,12,36,High School,NULL,NULL,NULL,0,0,NULL,0
700210086,00:00.0,diploma,00:00.0,Trinity School of Nursing,Diploma,2.5927,0,0,194,194,503,NULL,NULL,NULL,graduated,0,1,NULL,0
700389718,00:00.0,undergrad,00:00.0,Ashland Community & Technical,Assoc.,3.09,0,0,99,99,306,NULL,NULL,NULL,NULL,0,1,NULL,0
700902454,00:00.0,undergrad,00:00.0,Cuyahoga Community College,NULL,3,0,0,3,3,9,General,NULL,NULL,NULL,0,0,NULL,0
700543194,00:00.0,NULL,00:00.0,West Virginia University at Morgantown,NULL,0,0,0,0,0,0,NULL,NULL,NULL,NULL,0,0,Expected graduation from WVU May 2009 with BSN.,0
701024355,00:00.0,undergrad,00:00.0,Alderson Broaddus College,NULL,2.941,0,0,34,34,100,General,NULL,NULL,NULL,0,0,NULL,0
701024355,00:00.0,undergrad,00:00.0,Fairmont State University,NULL,3.3,0,0,10,10,33,High School,NULL,NULL,NULL,0,0,NULL,0
701024355,00:00.0,undergrad,00:00.0,Marshall University,NULL,3,0,0,4,4,12,High School,NULL,NULL,NULL,0,0,NULL,0
701083978,00:00.0,undergrad,00:00.0,West Virginia University at Parkersburg,BA/BS,3.7733,0,0,150,150,566,Accounting/Finance Mgmt,NULL,NULL,NULL,0,0,to graduate May 2010,0
701098672,00:00.0,NULL,00:00.0,Northern WV Community College,Assoc.,2.73,0,0,0,216,590,NULL,NULL,NULL,graduated,0,1,NULL,0
701092059,00:00.0,undergrad,00:00.0,Towson University,BA/BS,3.584,0,0,87,156,258,Health Sciences/Community Health Edu.,NULL,NULL,graduated,0,0,NULL,0
701092059,00:00.0,undergrad,00:00.0,Salisbury University,NULL,2.695,0,0,66,65,159,Pre-Nursing,NULL,NULL,NULL,0,0,NULL,0
701092059,00:00.0,undergrad,00:00.0,Community College of Baltimore County,NULL,2.33,30,0,12,12,28,Pre-Nursing,NULL,NULL,NULL,0,0,NULL,0
700627191,00:00.0,undergrad,00:00.0,University of Cincinnati,BA/BS,3.2368,0,0,152,152,492,Medical Tech,NULL,NULL,graduated,0,0,NULL,0
700231849,00:00.0,undergrad,00:00.0,Fairmont State University,BA/BS,3.25,44,35,154,145,471,Regents Bachelor of Arts,NULL,NULL,graduated,0,0,NULL,NULL
700231849,00:00.0,undergrad,00:00.0,Ohio University,NULL,2.959,0,0,64,66,189,General,NULL,NULL,NULL,0,0,NULL,0
700237633,00:00.0,undergrad,00:00.0,West Virginia University at Morgantown,BA/BS,2.89,0,0,132,132,382,Sport & Exercise Physiology,NULL,NULL,graduated,0,0,NULL,0
700237633,00:00.0,undergrad,00:00.0,Marshall University,NULL,2.51,0,0,56,54,136,General,NULL,NULL,NULL,0,0,NULL,0
700237633,00:00.0,undergrad,00:00.0,Community College of Allegheny County,NULL,2.6923,0,0,26,26,70,General,NULL,NULL,NULL,0,0,NULL,0
701099352,00:00.0,undergrad,00:00.0,University of Arizona,BA/BS,3.341,0,0,142,129,431,Molecular & Cellular Biology,Chemistry,NULL,graduated,0,0,NULL,0
701099352,00:00.0,undergrad,00:00.0,San Jose City College,NULL,3,0,0,10,10,30,General,NULL,NULL,NULL,0,0,NULL,0
701099352,00:00.0,undergrad,00:00.0,Pima Community College,NULL,3.8,0,0,20,20,76,Basic Emergency Medical Tech.,NULL,NULL,NULL,0,0,NULL,0
701099352,00:00.0,undergrad,00:00.0,Gavilan College,NULL,3.56,0,0,26,18,64.2,General,NULL,NULL,NULL,0,0,NULL,0
701112784,00:00.0,undergrad,00:00.0,North Greenville University,NULL,3.548,0,0,55,46.5,165,General,NULL,NULL,NULL,0,0,NULL,0
701112784,00:00.0,undergrad,00:00.0,Central Virginia Community College,NULL,3.5,0,NULL,8,8,28,General,NULL,NULL,NULL,0,0,NULL,0
700513305,00:00.0,undergrad,NULL,West Virginia University at Morgantown,BA/BS,3.7473,0,0,95,95,356,Psychology,NULL,NULL,NULL,0,0,to graduate May 2010,0
700536950,00:00.0,graduate,00:00.0,The University of Texas at Austin,MSN,3.8333,0,0,42,36,138,Nursing,NULL,NULL,graduated,0,1,NULL,0
700536950,00:00.0,undergrad,00:00.0,University of Mary Hardin-Baylor,BA/BS,3.192,0,0,148,109,348,Nursing,Psychology,NULL,graduated,0,1,NULL,0
700476950,00:00.0,undergrad,NULL,West Virginia University at Morgantown,BA/BS,3.6826,0,0,104,104,383,Psychology,NULL,NULL,NULL,0,0,graduating 05/2009,0
701055392,00:00.0,undergrad,00:00.0,University of Georgai,BA/BS,3.2666,0,0,120,120,392,Exercise & Sport Science,NULL,NULL,graduated,0,0,NULL,0
701019213,00:00.0,NULL,00:00.0,Marshall University,Assoc.,3,0,0,99,297,0,NULL,NULL,NULL,graduated,0,1,NULL,0
701049893,00:00.0,NULL,00:00.0,Edison,Assoc.,3.1791,0,0,134,134,426,NULL,NULL,NULL,graduated,0,1,NULL,0
701054346,00:00.0,NULL,00:00.0,West Virginia University at Parkersburg,Assoc.,3.1824,0,0,137,137,436,NULL,NULL,NULL,graduated,0,1,NULL,0
700456397,00:00.0,NULL,00:00.0,Marshall University,Assoc.,2.631,0,0,103,103,271,NULL,NULL,NULL,graduated,0,1,NULL,0
700426017,00:00.0,undergrad,00:00.0,West Virginia University at Morgantown,BA/BS,3.36,6,0,139,133,488,Exercise Physiology/Aquatic Therapy,NULL,NULL,graduated,0,0,NULL,0
700426017,00:00.0,undergrad,00:00.0,WV Northern Community College,NULL,3.5,0,0,6,6,21,General,NULL,NULL,NULL,0,0,NULL,0
700382841,00:00.0,NULL,00:00.0,Bluefield State College,Assoc.,2.909,0,0,110,110,320,NULL,NULL,NULL,graduated,0,1,NULL,0
701074315,00:00.0,NULL,00:00.0,Marshall University,Assoc.,3.5238,0,0,84,84,296,NULL,NULL,NULL,graduated,0,1,NULL,0
700904767,00:00.0,NULL,00:00.0,Wheeling Jesuit University,MSN,3.75,0,0,48,48,180,Nursing,NULL,NULL,NULL,0,1,NULL,0
700120528,00:00.0,NULL,00:00.0,West Virginia University at Morgantown,BSN,2.84,0,0,127,127,361,NULL,NULL,NULL,graduated,0,1,NULL,0
701076916,00:00.0,NULL,00:00.0,University of California San Francisco,MSN,0,0,0,0,0,0,NULL,NULL,NULL,graduated,0,1,NULL,0
701077032,00:00.0,NULL,00:00.0,University of Charleston,Assoc.,3.666,0,0,54,54,198,NULL,NULL,NULL,graduated,0,1,NULL,0
701083357,00:00.0,NULL,00:00.0,Fairmont State University,Assoc.,3.6271,0,0,118,118,428,NULL,NULL,NULL,graduated,0,1,NULL,0
701011882,00:00.0,NULL,00:00.0,Our Lady of Fatima College - Phillipines,BSN,2.8274,0,0,225,225,721,NULL,NULL,NULL,graduated,0,1,NULL,0
701069946,00:00.0,NULL,00:00.0,West Virginia University at Parkersburg,Assoc.,3.101,0,0,207,207,642,NULL,NULL,NULL,graduated,0,0,NULL,0
701083484,00:00.0,NULL,00:00.0,Washington State Community College,NULL,3.434,0,0,129,129,443,NULL,NULL,NULL,NULL,0,0,Student expected to graduate with Associate Degree June 2009.,0
701079952,00:00.0,NULL,00:00.0,West Virginia Northern Community College,Assoc.,3.1957,0,0,82,82,262,NULL,NULL,NULL,graduated,0,0,No RN license.  Taking test in July 2009.  rlw.,NULL
701083177,00:00.0,graduate,00:00.0,Walden University,MSN,4,0,0,41,41,164,Nursing,NULL,NULL,graduated,0,0,NULL,NULL
701083899,00:00.0,graduate,00:00.0,Coppin State University,MSN,3.708,0,0,48,48,178,Nursing,NULL,NULL,graduated,0,1,NULL,0
701087555,00:00.0,NULL,00:00.0,University of Charleston,Assoc.,3.156,0,0,51,51,161,NULL,NULL,NULL,graduated,0,1,NULL,0
700586192,00:00.0,NULL,00:00.0,Northern VA Community College,Assoc.,2.26,0,0,112,112,254,NULL,NULL,NULL,graduated,0,1,NULL,0
700540220,00:00.0,NULL,00:00.0,Fairmont State University,Assoc.,3.5076,0,0,130,130,456,NULL,NULL,NULL,graduated,0,1,NULL,0
701073521,00:00.0,NULL,00:00.0,Marshall University,Assoc.,3.2435,0,0,193,193,626,NULL,NULL,NULL,graduated,0,1,NULL,0
700978774,00:00.0,assoc.,00:00.0,Bluefield State College,Assoc.,3.24,0,0,136,140,454,Nursing,NULL,NULL,graduated,0,1,NULL,0
701096290,00:00.0,NULL,00:00.0,Lord Fairfax Community College,Assoc.,3.2439,0,0,0,82,266,NULL,NULL,NULL,graduated,0,1,NULL,0
701104068,00:00.0,NULL,00:00.0,Southern West Virginia Community and Technical College,Assoc.,2.896,0,0,0,77,223,NULL,NULL,NULL,graduated,0,1,NULL,0
701108675,00:00.0,NULL,00:00.0,Davis and Elkins College,Assoc.,3.786,0,0,0,112.5,426,NULL,NULL,NULL,graduated,0,1,NULL,0
701112685,00:00.0,undergrad,NULL,Frostburg State University,BA/BS,3.3823,0,0,68,68,230,Spanish,NULL,NULL,NULL,0,0,will graduate May 2010,0
701110360,00:00.0,NULL,00:00.0,Davis and Elkins College,Assoc.,2.8767,0,0,73,73,210,NULL,NULL,NULL,graduated,0,1,NULL,0
700200953,00:00.0,undergrad,00:00.0,Fairmont State University,BA/BS,2.8,0,0,153,147,412,Business Administration Finance,NULL,NULL,graduated,0,0,NULL,0
700200953,00:00.0,undergrad,NULL,West Virginia University at Morgantown,NULL,3.23,0,0,13,13,42,General,NULL,NULL,NULL,0,0,NULL,0
700772422,00:00.0,undergrad,NULL,West Virginia University at Morgantown,BA/BS,3.37,0,0,118,118,398,Exercise Physiology,NULL,NULL,NULL,0,0,to graduate May 2010,0
700600197,00:00.0,undergrad,00:00.0,West Virginia University at Morgantown,BA/BS,3.85,0,0,68,64,0,Criminology & Investigations,Military Science,NULL,graduated,0,0,NULL,247
700441291,00:00.0,undergrad,00:00.0,West Virginia University at Morgantown,BA/BS,3.08,0,0,125,125,385,Communications Studies,NULL,NULL,graduated,0,0,NULL,0
700441291,00:00.0,NULL,NULL,Fairmont State University,NULL,0,0,0,0,0,0,General,NULL,NULL,NULL,0,0,NULL,0
701112722,00:00.0,undergrad,00:00.0,University of Charleston,BA/BS,3.163,NULL,0,106,104,329,Biology,NULL,NULL,graduated,0,0,NULL,0
701635105,00:00.0,graduate,00:00.0,Walden University,MSN,4,0,0,0,0,0,Nursing Leadership & Management,NULL,NULL,graduated,0,1,NULL,0
701635105,00:00.0,undergrad,00:00.0,University of Southern Maine,NULL,3.876,0,0,10,8,31.01,Non-Degree UG Prep,NULL,NULL,unknown,0,0,NULL,0
701635105,00:00.0,undergrad,00:00.0,Albright College,BA/BS,3.024,0,0,14,14,42.33,Organizational Behavior Applied Psych,NULL,NULL,graduated,0,0,NULL,4
701635105,00:00.0,undergrad,00:00.0,Millersville University,NULL,3.5,71,0,77,6,21,General Education,NULL,NULL,NULL,0,0,NULL,0
701635105,00:00.0,undergrad,00:00.0,Kent State University,BSN,4,187,0,217,30,120,Nursing,NULL,NULL,graduated,0,1,NULL,0
701635105,00:00.0,undergrad,00:00.0,Pennsylvania State University,NULL,1.86,0,0,7,7,13,General Education,NULL,NULL,NULL,0,0,NULL,0
800286044,00:00.0,NULL,NULL,West Virginia University at Morgantown,NULL,4,4,16,0,0,0,NULL,NULL,NULL,NULL,0,0,NULL,0
800286044,00:00.0,NULL,00:00.0,New River Community and Technical College,NULL,4,9,36,0,0,0,NULL,NULL,NULL,NULL,0,0,NULL,0
800286044,00:00.0,NULL,NULL,West Virginia Institute of Technology,NULL,0,0,0,0,0,0,NULL,NULL,NULL,NULL,0,0,NULL,0
701157133,00:00.0,NULL,00:00.0,Salem International University,Assoc.,2.48,0,0,0,93,237,NULL,NULL,NULL,graduated,0,1,NULL,0
701449201,00:00.0,NULL,00:00.0,Bluefield State College,Assoc.,3.28,0,0,0,74,243,NULL,NULL,NULL,graduated,0,1,NULL,0
701647861,00:00.0,NULL,00:00.0,Dutchess Community College,Assoc.,2.66,0,0,0,92,245,NULL,NULL,NULL,graduated,0,1,NULL,0
800249957,00:00.0,NULL,00:00.0,West Virginia University at Morgantown,NULL,3.5957,0,0,0,47,169,NULL,NULL,NULL,NULL,0,0,NULL,0
800301663,00:00.0,undergrad,00:00.0,West Virginia University at Morgantown,NULL,3.42,0,0,0,14,48,NULL,NULL,NULL,NULL,0,0,NULL,0
800301663,00:00.0,undergrad,00:00.0,Blue Ridge Community and Technical College,NULL,6,0,0,0,0,24,NULL,NULL,NULL,NULL,0,0,NULL,0
800299286,00:00.0,undergrad,00:00.0,West Virginia University at Morgantown,NULL,3.17,0,0,0,17,54,NULL,NULL,NULL,NULL,0,0,NULL,0
800294930,00:00.0,undergrad,00:00.0,La Roche College,NULL,4,0,0,0,12,48,NULL,NULL,NULL,NULL,0,0,NULL,0
800294930,00:00.0,undergrad,00:00.0,Seton Hill University,NULL,4,0,0,0,6,24,NULL,NULL,NULL,NULL,0,0,NULL,0
800294930,00:00.0,undergrad,00:00.0,West Virginia University at Morgantown,NULL,3.73,0,0,0,15,56,NULL,NULL,NULL,NULL,0,0,NULL,0
800278222,00:00.0,undergrad,00:00.0,West Virginia Institute of Technology,NULL,3.76,0,0,0,17,64,NULL,NULL,NULL,NULL,0,0,NULL,0
800278222,00:00.0,undergrad,00:00.0,West Virginia University at Morgantown,NULL,3.8,0,0,0,30,114,NULL,NULL,NULL,NULL,0,0,NULL,0
701647772,00:00.0,undergrad,00:00.0,Tidewater Community College,NULL,2.842,0,0,0,19,54,NULL,NULL,NULL,NULL,0,0,NULL,0
800288466,00:00.0,undergrad,00:00.0,Potomac State College,NULL,3,0,0,0,15,45,NULL,NULL,NULL,NULL,0,0,NULL,0
800292956,00:00.0,undergrad,00:00.0,West Virginia University at Morgantown,NULL,4,0,0,0,15,60,NULL,NULL,NULL,NULL,0,0,NULL,0
800305544,00:00.0,undergrad,00:00.0,Frederick Community College,NULL,4,0,0,0,30,120,NULL,NULL,NULL,NULL,0,0,NULL,0
800305544,00:00.0,undergrad,00:00.0,West Virginia University at Morgantown,NULL,4,0,0,0,14,56,NULL,NULL,NULL,NULL,0,0,NULL,0
800299565,00:00.0,undergrad,00:00.0,West Virginia University at Morgantown,NULL,3.71,0,0,0,14,52,NULL,NULL,NULL,NULL,0,0,NULL,0
800297218,00:00.0,undergrad,00:00.0,West Virginia University at Morgantown,NULL,3.71,0,0,0,14,52,NULL,NULL,NULL,NULL,0,0,NULL,0
800246207,00:00.0,undergrad,00:00.0,Marshall University,NULL,3,0,0,0,8,24,NULL,NULL,NULL,NULL,0,0,NULL,0
800281343,00:00.0,NULL,00:00.0,New River Community and Technical College,NULL,3.66,9,33,0,0,0,NULL,NULL,NULL,NULL,0,0,NULL,0
