**********************
PowerShell transcript start
LDAPFilter: (name=*SDW13117*)
************************
Current Computer: SDW13096
LDAPFilter: (name=*SDW13096*)
************************
Current Computer: SDW13097
LDAPFilter: (name=*SDW13097*)
************************
Current Computer: SDW13090
LDAPFilter: (name=*SDW13090*)
************************
Current Computer: SDA18025
LDAPFilter: (name=*SDA18025*)
************************
Current Computer: SDA18021
LDAPFilter: (name=*SDA18021*)
************************
Current Computer: SDW16030
LDAPFilter: (name=*SDW16030*)
************************
Current Computer: SDA18013
LDAPFilter: (name=*SDA18013*)
************************
Current Computer: SDA18014
LDAPFilter: (name=*SDA18014*)
************************
Current Computer: SDW15079
LDAPFilter: (name=*SDW15079*)
************************
Current Computer: SOD-PD-1058
LDAPFilter: (name=*SOD-PD-1058*)
************************
Current Computer: SDW13136
LDAPFilter: (name=*SDW13136*)
************************
Current Computer: SDL16014
LDAPFilter: (name=*SDL16014*)
************************
Current Computer: SDW13094
LDAPFilter: (name=*SDW13094*)
************************
Current Computer: SDW13095
LDAPFilter: (name=*SDW13095*)
************************
Current Computer: SDW16047
LDAPFilter: (name=*SDW16047*)
************************
Current Computer: SDW13100
LDAPFilter: (name=*SDW13100*)
************************
Current Computer: SDW16006
LDAPFilter: (name=*SDW16006*)
************************
Current Computer: SDA19207
LDAPFilter: (name=*SDA19207*)
************************
Current Computer: SDA17011
LDAPFilter: (name=*SDA17011*)
************************
Current Computer: SDW16024
LDAPFilter: (name=*SDW16024*)
************************
Current Computer: SDW13085
LDAPFilter: (name=*SDW13085*)
************************
Current Computer: SDW15068
LDAPFilter: (name=*SDW15068*)
************************
Current Computer: SDW15067
LDAPFilter: (name=*SDW15067*)
************************
Current Computer: SDW15066
LDAPFilter: (name=*SDW15066*)
************************
Current Computer: SDW15070
LDAPFilter: (name=*SDW15070*)
************************
Current Computer: SDW16075
LDAPFilter: (name=*SDW16075*)
************************
Current Computer: SDW16031
LDAPFilter: (name=*SDW16031*)
************************
Current Computer: SDW16074
LDAPFilter: (name=*SDW16074*)
************************
Current Computer: SDW16048
LDAPFilter: (name=*SDW16048*)
************************
Current Computer: SOD-4K
LDAPFilter: (name=*SOD-4K*)
************************
Current Computer: SDW15085
LDAPFilter: (name=*SDW15085*)
************************
Current Computer: SDA19203
LDAPFilter: (name=*SDA19203*)
************************
Current Computer: SDA18017
LDAPFilter: (name=*SDA18017*)
************************
Current Computer: SDA18018
LDAPFilter: (name=*SDA18018*)
************************
Current Computer: SDA18019
LDAPFilter: (name=*SDA18019*)
************************
Current Computer: SDA18020
LDAPFilter: (name=*SDA18020*)
************************
Current Computer: SDW18001
LDAPFilter: (name=*SDW18001*)
************************
Current Computer: SDW13128
LDAPFilter: (name=*SDW13128*)
************************
Current Computer: SDW13127
LDAPFilter: (name=*SDW13127*)
************************
Current Computer: SDW13084
LDAPFilter: (name=*SDW13084*)
************************
Current Computer: SDW13024
LDAPFilter: (name=*SDW13024*)
************************
Current Computer: SDW13125
LDAPFilter: (name=*SDW13125*)
************************
Current Computer: SDW13067
LDAPFilter: (name=*SDW13067*)
************************
Current Computer: SDW13122
LDAPFilter: (name=*SDW13122*)
************************
Current Computer: SDW13081
LDAPFilter: (name=*SDW13081*)
************************
Current Computer: SDW13088
LDAPFilter: (name=*SDW13088*)
************************
Current Computer: SDW13124
LDAPFilter: (name=*SDW13124*)
************************
Current Computer: SDW13138
LDAPFilter: (name=*SDW13138*)
************************
Current Computer: SDW16052
LDAPFilter: (name=*SDW16052*)
************************
Current Computer: SDW16046
LDAPFilter: (name=*SDW16046*)
************************
Current Computer: SDW13079
LDAPFilter: (name=*SDW13079*)
************************
Current Computer: SDW15065
LDAPFilter: (name=*SDW15065*)
************************
Current Computer: SDW19210
LDAPFilter: (name=*SDW19210*)
************************
Current Computer: SDW16009
LDAPFilter: (name=*SDW16009*)
************************
Current Computer: SDW13027
LDAPFilter: (name=*SDW13027*)
************************
Current Computer: SDW13028
LDAPFilter: (name=*SDW13028*)
************************
Current Computer: SDW13052
LDAPFilter: (name=*SDW13052*)
************************
Current Computer: SDW13116
LDAPFilter: (name=*SDW13116*)
************************
Current Computer: SDW13050
LDAPFilter: (name=*SDW13050*)
************************
Current Computer: SDL16006
LDAPFilter: (name=*SDL16006*)
************************
Current Computer: SDL16009
LDAPFilter: (name=*SDL16009*)
************************
Current Computer: SDL16010
LDAPFilter: (name=*SDL16010*)
************************
Current Computer: SDL16012
LDAPFilter: (name=*SDL16012*)
************************
Current Computer: SDL16011
LDAPFilter: (name=*SDL16011*)
************************
Current Computer: SDW13053
LDAPFilter: (name=*SDW13053*)
************************
Current Computer: SDL16018
LDAPFilter: (name=*SDL16018*)
************************
Current Computer: SDL16019
LDAPFilter: (name=*SDL16019*)
************************
Current Computer: SDW13006
LDAPFilter: (name=*SDW13006*)
************************
Current Computer: SDW13082
LDAPFilter: (name=*SDW13082*)
************************
Current Computer: SDW13083
LDAPFilter: (name=*SDW13083*)
************************
Current Computer: SDL16034
LDAPFilter: (name=*SDL16034*)
************************
Current Computer: SDL16033
LDAPFilter: (name=*SDL16033*)
************************
Current Computer: SDL16032
LDAPFilter: (name=*SDL16032*)
************************
Current Computer: SDW13013
LDAPFilter: (name=*SDW13013*)
************************
Current Computer: SDW13071
LDAPFilter: (name=*SDW13071*)
************************
Current Computer: SDW13054
LDAPFilter: (name=*SDW13054*)
************************
Current Computer: SDW13055
LDAPFilter: (name=*SDW13055*)
************************
Current Computer: SOD-SURGERY-A
LDAPFilter: (name=*SOD-SURGERY-A*)
************************
Current Computer: SOD-SURGERY-B
LDAPFilter: (name=*SOD-SURGERY-B*)
************************
Current Computer: SOD-SURGERY-C
LDAPFilter: (name=*SOD-SURGERY-C*)
************************
Current Computer: SDL16046
LDAPFilter: (name=*SDL16046*)
************************
Current Computer: SDA18001
LDAPFilter: (name=*SDA18001*)
************************
Current Computer: SDA18002
LDAPFilter: (name=*SDA18002*)
************************
Current Computer: SDA18003
LDAPFilter: (name=*SDA18003*)
************************
Current Computer: SDA18004
LDAPFilter: (name=*SDA18004*)
************************
Current Computer: SDA18005
LDAPFilter: (name=*SDA18005*)
************************
Current Computer: SDA18006
LDAPFilter: (name=*SDA18006*)
************************
Current Computer: SDA18007
LDAPFilter: (name=*SDA18007*)
************************
Current Computer: SDA18008
LDAPFilter: (name=*SDA18008*)
************************
Current Computer: SDA18009
LDAPFilter: (name=*SDA18009*)
************************
Current Computer: SDA18010
LDAPFilter: (name=*SDA18010*)
************************
Current Computer: SDA18011
LDAPFilter: (name=*SDA18011*)
************************
Current Computer: SDA18012
LDAPFilter: (name=*SDA18012*)
************************
Current Computer: SDW13075
LDAPFilter: (name=*SDW13075*)
************************
Current Computer: SDW16012
LDAPFilter: (name=*SDW16012*)
************************
Current Computer: SOD-LAB-1103
LDAPFilter: (name=*SOD-LAB-1103*)
************************
Current Computer: ITS-1106
LDAPFilter: (name=*ITS-1106*)
************************
Current Computer: ITS-1107
LDAPFilter: (name=*ITS-1107*)
************************
Current Computer: SDW16083
LDAPFilter: (name=*SDW16083*)
************************
Current Computer: SDL16049
LDAPFilter: (name=*SDL16049*)
************************
Current Computer: SDW13056
LDAPFilter: (name=*SDW13056*)
************************
Current Computer: SDW13134
LDAPFilter: (name=*SDW13134*)
************************
Current Computer: SDW16041
LDAPFilter: (name=*SDW16041*)
************************
Current Computer: SDW16018
LDAPFilter: (name=*SDW16018*)
************************
Current Computer: SDA19204
LDAPFilter: (name=*SDA19204*)
************************
Current Computer: SDW13101
LDAPFilter: (name=*SDW13101*)
************************
Current Computer: SDW13015
LDAPFilter: (name=*SDW13015*)
************************
Current Computer: SDW15008
LDAPFilter: (name=*SDW15008*)
************************
Current Computer: SDW13001
LDAPFilter: (name=*SDW13001*)
************************
Current Computer: SDW16049
LDAPFilter: (name=*SDW16049*)
************************
Current Computer: SDW16081
LDAPFilter: (name=*SDW16081*)
************************
Current Computer: SOD-DHAID
LDAPFilter: (name=*SOD-DHAID*)
************************
Current Computer: SDL14001
LDAPFilter: (name=*SDL14001*)
************************
Current Computer: SDL16036
LDAPFilter: (name=*SDL16036*)
************************
Current Computer: SDL16047
LDAPFilter: (name=*SDL16047*)
************************
Current Computer: SDL16008
LDAPFilter: (name=*SDL16008*)
************************
Current Computer: SDL16041
LDAPFilter: (name=*SDL16041*)
************************
Current Computer: SDW16008
LDAPFilter: (name=*SDW16008*)
************************
Current Computer: SDL16042
LDAPFilter: (name=*SDL16042*)
************************
Current Computer: SDW15071
LDAPFilter: (name=*SDW15071*)
************************
Current Computer: SDW15072
LDAPFilter: (name=*SDW15072*)
************************
Current Computer: SDW15074
LDAPFilter: (name=*SDW15074*)
************************
Current Computer: SDW15075
LDAPFilter: (name=*SDW15075*)
************************
Current Computer: SDW15076
LDAPFilter: (name=*SDW15076*)
************************
Current Computer: SDW16027
LDAPFilter: (name=*SDW16027*)
************************
Current Computer: SDW13038
LDAPFilter: (name=*SDW13038*)
************************
Current Computer: SDL16052
LDAPFilter: (name=*SDL16052*)
************************
Current Computer: SDW13135
LDAPFilter: (name=*SDW13135*)
************************
Current Computer: SDL16003
LDAPFilter: (name=*SDL16003*)
************************
Current Computer: SDW15086
LDAPFilter: (name=*SDW15086*)
************************
Current Computer: SDW16007
LDAPFilter: (name=*SDW16007*)
************************
Current Computer: SDW13118
LDAPFilter: (name=*SDW13118*)
************************
Current Computer: SDW13126
LDAPFilter: (name=*SDW13126*)
************************
Current Computer: SDW16045
LDAPFilter: (name=*SDW16045*)
************************
Current Computer: SDA18015
LDAPFilter: (name=*SDA18015*)
************************
Current Computer: SDA18016
LDAPFilter: (name=*SDA18016*)
************************
Current Computer: SDW16015
LDAPFilter: (name=*SDW16015*)
************************
Current Computer: SDW12025
LDAPFilter: (name=*SDW12025*)
************************
Current Computer: SDL2012001
LDAPFilter: (name=*SDL2012001*)
************************
Current Computer: SDW16017
LDAPFilter: (name=*SDW16017*)
************************
Current Computer: SDW15088
LDAPFilter: (name=*SDW15088*)
************************
Current Computer: SDL20008
LDAPFilter: (name=*SDL20008*)
************************
Current Computer: SDW15082
LDAPFilter: (name=*SDW15082*)
************************
Current Computer: SDL20009
LDAPFilter: (name=*SDL20009*)
************************
Current Computer: SDL16040
LDAPFilter: (name=*SDL16040*)
************************
Current Computer: SDW15077
LDAPFilter: (name=*SDW15077*)
************************
Current Computer: SDW15089
LDAPFilter: (name=*SDW15089*)
************************
Current Computer: SDW16050
LDAPFilter: (name=*SDW16050*)
************************
Current Computer: SDW16040
LDAPFilter: (name=*SDW16040*)
************************
Current Computer: SDL20005
LDAPFilter: (name=*SDL20005*)
************************
Current Computer: SDW16022
LDAPFilter: (name=*SDW16022*)
************************
Current Computer: SDL20003
LDAPFilter: (name=*SDL20003*)
************************
Current Computer: SDW13130
LDAPFilter: (name=*SDW13130*)
************************
Current Computer: SDW16011
LDAPFilter: (name=*SDW16011*)
************************
Current Computer: SDL20006
LDAPFilter: (name=*SDL20006*)
************************
Current Computer: SDW16005
LDAPFilter: (name=*SDW16005*)
************************
Current Computer: SDW16059
LDAPFilter: (name=*SDW16059*)
************************
Current Computer: SDW16037
LDAPFilter: (name=*SDW16037*)
************************
Current Computer: SDW16070
LDAPFilter: (name=*SDW16070*)
************************
Current Computer: SDA17007
LDAPFilter: (name=*SDA17007*)
************************
Current Computer: SDA17008
LDAPFilter: (name=*SDA17008*)
************************
Current Computer: SDA17009
LDAPFilter: (name=*SDA17009*)
************************
Current Computer: SDL16045
LDAPFilter: (name=*SDL16045*)
************************
Current Computer: SDL16035
LDAPFilter: (name=*SDL16035*)
************************
Current Computer: SDL16044
LDAPFilter: (name=*SDL16044*)
************************
Current Computer: SDL16054
LDAPFilter: (name=*SDL16054*)
************************
Current Computer: SDL16037
LDAPFilter: (name=*SDL16037*)
************************
Current Computer: SDL16043
LDAPFilter: (name=*SDL16043*)
************************
Current Computer: SDL16038
LDAPFilter: (name=*SDL16038*)
************************
Current Computer: SDW15096
LDAPFilter: (name=*SDW15096*)
************************
Current Computer: SDA17012
LDAPFilter: (name=*SDA17012*)
************************
Current Computer: SDW16076
LDAPFilter: (name=*SDW16076*)
************************
Current Computer: SDW16032
LDAPFilter: (name=*SDW16032*)
************************
Current Computer: SDL20001
LDAPFilter: (name=*SDL20001*)
************************
Current Computer: SDL16053
LDAPFilter: (name=*SDL16053*)
************************
Current Computer: SDW16054
LDAPFilter: (name=*SDW16054*)
************************
Current Computer: SDL18005
LDAPFilter: (name=*SDL18005*)
************************
Current Computer: SDW16073
LDAPFilter: (name=*SDW16073*)
************************
Current Computer: SDW16033
LDAPFilter: (name=*SDW16033*)
************************
Current Computer: SDW15084
LDAPFilter: (name=*SDW15084*)
************************
Current Computer: SDW16068
LDAPFilter: (name=*SDW16068*)
************************
Current Computer: SDL16039
LDAPFilter: (name=*SDL16039*)
************************
Current Computer: SDW16014
LDAPFilter: (name=*SDW16014*)
************************
Current Computer: SDW15006
LDAPFilter: (name=*SDW15006*)
************************
Current Computer: SDW16026
LDAPFilter: (name=*SDW16026*)
************************
Current Computer: SDW16020
LDAPFilter: (name=*SDW16020*)
************************
Current Computer: SDW19213
LDAPFilter: (name=*SDW19213*)
************************
Current Computer: SDW16141
LDAPFilter: (name=*SDW16141*)
************************
Current Computer: SDT18002
LDAPFilter: (name=*SDT18002*)
************************
Current Computer: SDW16060
LDAPFilter: (name=*SDW16060*)
************************
Current Computer: SDT18001
LDAPFilter: (name=*SDT18001*)
************************
Current Computer: SOD-KEYSERVER
LDAPFilter: (name=*SOD-KEYSERVER*)
************************
Current Computer: SDW13034
LDAPFilter: (name=*SDW13034*)
************************
Current Computer: SDL2013001
LDAPFilter: (name=*SDL2013001*)
************************
Current Computer: SOD-RH-RW
LDAPFilter: (name=*SOD-RH-RW*)
************************
Current Computer: SDW16029
LDAPFilter: (name=*SDW16029*)
************************
Current Computer: SOD-DS-LAB1
LDAPFilter: (name=*SOD-DS-LAB1*)
************************
Current Computer: SOD-DS-LAB2
LDAPFilter: (name=*SOD-DS-LAB2*)
************************
Current Computer: SDW13072
LDAPFilter: (name=*SDW13072*)
************************
Current Computer: SDL18012
LDAPFilter: (name=*SDL18012*)
************************
Current Computer: SDW16080
LDAPFilter: (name=*SDW16080*)
************************
Current Computer: SDW16019
LDAPFilter: (name=*SDW16019*)
************************
Current Computer: SDW15083
LDAPFilter: (name=*SDW15083*)
************************
Current Computer: SDL17001
LDAPFilter: (name=*SDL17001*)
************************
Current Computer: SDW16143
LDAPFilter: (name=*SDW16143*)
************************
Current Computer: SDW16077
LDAPFilter: (name=*SDW16077*)
************************
Current Computer: SDW16038
LDAPFilter: (name=*SDW16038*)
************************
Current Computer: SDW16078
LDAPFilter: (name=*SDW16078*)
************************
Current Computer: SDW16003
LDAPFilter: (name=*SDW16003*)
************************
Current Computer: SDW15081
LDAPFilter: (name=*SDW15081*)
************************
Current Computer: SDW16028
LDAPFilter: (name=*SDW16028*)
************************
Current Computer: SDL16051
LDAPFilter: (name=*SDL16051*)
************************
Current Computer: SDW15080
LDAPFilter: (name=*SDW15080*)
************************
Current Computer: SDL16050
LDAPFilter: (name=*SDL16050*)
************************
Current Computer: SDW16044
LDAPFilter: (name=*SDW16044*)
************************
Current Computer: SDL16048
LDAPFilter: (name=*SDL16048*)
************************
Current Computer: SOD-MLAW
LDAPFilter: (name=*SOD-MLAW*)
************************
Current Computer: SDL18003
LDAPFilter: (name=*SDL18003*)
************************
Current Computer: SDL17005
LDAPFilter: (name=*SDL17005*)
************************
Current Computer: SDL17002
LDAPFilter: (name=*SDL17002*)
************************
Current Computer: SDL18002
LDAPFilter: (name=*SDL18002*)
************************
Current Computer: SDW16023
LDAPFilter: (name=*SDW16023*)
************************
Current Computer: SOD-DP-03
LDAPFilter: (name=*SOD-DP-03*)
************************
Current Computer: SDL18001
LDAPFilter: (name=*SDL18001*)
************************
Current Computer: SDL17006
LDAPFilter: (name=*SDL17006*)
************************
Current Computer: SDL18004
LDAPFilter: (name=*SDL18004*)
************************
Current Computer: SDW13044
LDAPFilter: (name=*SDW13044*)
************************
Current Computer: SDW13063
LDAPFilter: (name=*SDW13063*)
************************
Current Computer: SDW16053
LDAPFilter: (name=*SDW16053*)
************************
Current Computer: SOD-DP-02
LDAPFilter: (name=*SOD-DP-02*)
************************
Current Computer: SDA17015
LDAPFilter: (name=*SDA17015*)
************************
Current Computer: SDW13030
LDAPFilter: (name=*SDW13030*)
************************
Current Computer: SDW13068
LDAPFilter: (name=*SDW13068*)
************************
Current Computer: SDW15051
LDAPFilter: (name=*SDW15051*)
************************
Current Computer: SDW13129
LDAPFilter: (name=*SDW13129*)
************************
Current Computer: SDW13036
LDAPFilter: (name=*SDW13036*)
************************
Current Computer: SDA17014
LDAPFilter: (name=*SDA17014*)
************************
Current Computer: SDA17013
LDAPFilter: (name=*SDA17013*)
************************
Current Computer: SDW16051
LDAPFilter: (name=*SDW16051*)
************************
Current Computer: SDW18002
LDAPFilter: (name=*SDW18002*)
************************
Current Computer: SDW13017
LDAPFilter: (name=*SDW13017*)
************************
Current Computer: SDW2013018
LDAPFilter: (name=*SDW2013018*)
************************
Current Computer: SDW15087
LDAPFilter: (name=*SDW15087*)
************************
Current Computer: SDW13070
LDAPFilter: (name=*SDW13070*)
************************
Current Computer: SDL17007
LDAPFilter: (name=*SDL17007*)
************************
Current Computer: SDW15045
LDAPFilter: (name=*SDW15045*)
************************
Current Computer: SDW15061
LDAPFilter: (name=*SDW15061*)
************************
Current Computer: SDW15038
LDAPFilter: (name=*SDW15038*)
************************
Current Computer: SDW15014
LDAPFilter: (name=*SDW15014*)
************************
Current Computer: SDW15028
LDAPFilter: (name=*SDW15028*)
************************
Current Computer: SDW15063
LDAPFilter: (name=*SDW15063*)
************************
Current Computer: SDW15029
LDAPFilter: (name=*SDW15029*)
************************
Current Computer: SDW15016
LDAPFilter: (name=*SDW15016*)
************************
Current Computer: SDW15057
LDAPFilter: (name=*SDW15057*)
************************
Current Computer: SDW15026
LDAPFilter: (name=*SDW15026*)
************************
Current Computer: SDW15027
LDAPFilter: (name=*SDW15027*)
************************
Current Computer: SDW15024
LDAPFilter: (name=*SDW15024*)
************************
Current Computer: SDW15059
LDAPFilter: (name=*SDW15059*)
************************
Current Computer: SDW13137
LDAPFilter: (name=*SDW13137*)
************************
Current Computer: SDA17019
LDAPFilter: (name=*SDA17019*)
************************
Current Computer: SDW16079
LDAPFilter: (name=*SDW16079*)
************************
Current Computer: SDL16007
LDAPFilter: (name=*SDL16007*)
************************
Current Computer: SDLCARESTREAM
LDAPFilter: (name=*SDLCARESTREAM*)
************************
Current Computer: SDW13045
LDAPFilter: (name=*SDW13045*)
************************
Current Computer: SDL16056
LDAPFilter: (name=*SDL16056*)
************************
Current Computer: SDW13108
LDAPFilter: (name=*SDW13108*)
************************
Current Computer: SDW13119
LDAPFilter: (name=*SDW13119*)
************************
Current Computer: SDW13110
LDAPFilter: (name=*SDW13110*)
************************
Current Computer: SDW13107
LDAPFilter: (name=*SDW13107*)
************************
Current Computer: SDW13106
LDAPFilter: (name=*SDW13106*)
************************
Current Computer: SDW13102
LDAPFilter: (name=*SDW13102*)
************************
Current Computer: SDW13062
LDAPFilter: (name=*SDW13062*)
************************
Current Computer: SDW13073
LDAPFilter: (name=*SDW13073*)
************************
Current Computer: SDW13115
LDAPFilter: (name=*SDW13115*)
************************
Current Computer: SDW13114
LDAPFilter: (name=*SDW13114*)
************************
Current Computer: SDW13132
LDAPFilter: (name=*SDW13132*)
************************
Current Computer: SDW13104
LDAPFilter: (name=*SDW13104*)
************************
Current Computer: SDW13112
LDAPFilter: (name=*SDW13112*)
************************
Current Computer: SDW13111
LDAPFilter: (name=*SDW13111*)
************************
Current Computer: SDW13109
LDAPFilter: (name=*SDW13109*)
************************
Current Computer: SDW13051
LDAPFilter: (name=*SDW13051*)
************************
Current Computer: SDW13133
LDAPFilter: (name=*SDW13133*)
************************
Current Computer: SDW13046
LDAPFilter: (name=*SDW13046*)
************************
Current Computer: SDW13105
LDAPFilter: (name=*SDW13105*)
************************
Current Computer: SDW16013
LDAPFilter: (name=*SDW16013*)
************************
Current Computer: SDW17005
LDAPFilter: (name=*SDW17005*)
************************
Current Computer: SDW17004
LDAPFilter: (name=*SDW17004*)
************************
Current Computer: SDW17003
LDAPFilter: (name=*SDW17003*)
************************
Current Computer: SDW17002
LDAPFilter: (name=*SDW17002*)
************************
Current Computer: SDW17001
LDAPFilter: (name=*SDW17001*)
************************
Current Computer: SDA19205
LDAPFilter: (name=*SDA19205*)
************************
Current Computer: SDW17006
LDAPFilter: (name=*SDW17006*)
************************
Current Computer: SDW16064
LDAPFilter: (name=*SDW16064*)
************************
Current Computer: SDW15047
LDAPFilter: (name=*SDW15047*)
************************
Current Computer: SDW15049
LDAPFilter: (name=*SDW15049*)
************************
Current Computer: SDW13016
LDAPFilter: (name=*SDW13016*)
************************
Current Computer: SDW16082
LDAPFilter: (name=*SDW16082*)
************************
Current Computer: SDW16036
LDAPFilter: (name=*SDW16036*)
************************
Current Computer: SDW15039
LDAPFilter: (name=*SDW15039*)
************************
Current Computer: SDW15043
LDAPFilter: (name=*SDW15043*)
************************
Current Computer: SDW15044
LDAPFilter: (name=*SDW15044*)
************************
Current Computer: SDW15048
LDAPFilter: (name=*SDW15048*)
************************
Current Computer: SDW15052
LDAPFilter: (name=*SDW15052*)
************************
Current Computer: SDW15050
LDAPFilter: (name=*SDW15050*)
************************
Current Computer: SDW15031
LDAPFilter: (name=*SDW15031*)
************************
Current Computer: SDW15064
LDAPFilter: (name=*SDW15064*)
************************
Current Computer: SDW15046
LDAPFilter: (name=*SDW15046*)
************************
Current Computer: SDW15040
LDAPFilter: (name=*SDW15040*)
************************
Current Computer: SDW15062
LDAPFilter: (name=*SDW15062*)
************************
Current Computer: SDA17016
LDAPFilter: (name=*SDA17016*)
************************
Current Computer: SDW13066
LDAPFilter: (name=*SDW13066*)
************************
Current Computer: SOD-STC-4531-04
LDAPFilter: (name=*SOD-STC-4531-04*)
************************
Current Computer: SDW13065
LDAPFilter: (name=*SDW13065*)
************************
Current Computer: SDW18005
LDAPFilter: (name=*SDW18005*)
************************
Current Computer: SOD-STC-CONE
LDAPFilter: (name=*SOD-STC-CONE*)
************************
Current Computer: SDW13091
LDAPFilter: (name=*SDW13091*)
************************
Current Computer: SDW13059
LDAPFilter: (name=*SDW13059*)
************************
Current Computer: SDW15034
LDAPFilter: (name=*SDW15034*)
************************
Current Computer: SDW15030
LDAPFilter: (name=*SDW15030*)
************************
Current Computer: SDW2016004
LDAPFilter: (name=*SDW2016004*)
************************
Current Computer: SDW13018
LDAPFilter: (name=*SDW13018*)
************************
Current Computer: SDW15036
LDAPFilter: (name=*SDW15036*)
************************
Current Computer: SDW15056
LDAPFilter: (name=*SDW15056*)
************************
Current Computer: SDW15032
LDAPFilter: (name=*SDW15032*)
************************
Current Computer: SDW15055
LDAPFilter: (name=*SDW15055*)
************************
Current Computer: SDW15017
LDAPFilter: (name=*SDW15017*)
************************
Current Computer: SDW15012
LDAPFilter: (name=*SDW15012*)
************************
Current Computer: SDW15054
LDAPFilter: (name=*SDW15054*)
************************
Current Computer: SDW15042
LDAPFilter: (name=*SDW15042*)
************************
Current Computer: SDW15053
LDAPFilter: (name=*SDW15053*)
************************
Current Computer: SDW15037
LDAPFilter: (name=*SDW15037*)
************************
Current Computer: SDW15033
LDAPFilter: (name=*SDW15033*)
************************
Current Computer: SDW15015
LDAPFilter: (name=*SDW15015*)
************************
PS C:\Users\Jeff\Documents\GitHub\HSC-PowerShell-Repository\4NonScheduledTaskFiles\Remove-SODFiles> $global:?
